dataset,tipo,tecnica,densidad,riesgo,pureza,n_train,n_test,n_features,es_grande,cv_splits,n_iter,modelo,mejor_configuracion,cv_f1_macro,cv_balanced_accuracy,cv_mcc,cv_cohen_kappa,test_f1_macro,test_balanced_accuracy,test_mcc,test_cohen_kappa,cv_gmean_macro,cv_auc_ovr_macro,test_gmean_macro,test_auc_ovr_macro,search_time_sec,n_jobs_search
heart,aumentado,pcsmote,25,50,entropia,536,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7501902731762339,0.7552468864468865,0.7016252456469914,0.697917124793029,0.43873015873015875,0.45397727272727273,0.4974784711917155,0.4951619688683214,0.733835118246711,,0.0024064680406228585,0.7931052025509129,8.542,4
heart,aumentado,pcsmote,25,50,proporcion,444,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.005467102793432797), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.87129648817639), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 11, 'classifier__n_estimators': 469}",0.6695011553662954,0.6701304029304029,0.7407763180934512,0.7367237195389362,0.23122529644268774,0.24050324675324672,0.2713332040809207,0.2686230248306999,0.13849755079730977,,6.606085618216356e-06,0.7740012600801809,8.093,4
heart,aumentado,pcsmote,25,75,entropia,536,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7482424640371427,0.750152380952381,0.6935350619859979,0.6912469595390103,0.25800699300699304,0.2643668831168831,0.3035695654462552,0.3026259147653896,0.736129347641054,,8.120367976039937e-06,0.7777921852101256,8.525,4
heart,aumentado,pcsmote,25,75,proporcion,444,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.005467102793432797), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.87129648817639), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 11, 'classifier__n_estimators': 469}",0.6828418372644766,0.6765113553113553,0.7245288203798714,0.719185723400526,0.2580984233158146,0.26907467532467527,0.2988404894345787,0.2957110609480812,0.28885698836192175,,0.0011244097169960015,0.7447870040744473,8.156,4
heart,aumentado,pcsmote,50,25,entropia,536,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7677273766148502,0.7722945054945054,0.719591279347463,0.7171630194789238,0.3665979853479853,0.37865259740259744,0.413210426788685,0.4112627986348122,0.756761736269455,,0.0019778181222242786,0.8084902682485231,8.486,4
heart,aumentado,pcsmote,50,25,proporcion,444,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.005467102793432797), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.87129648817639), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 11, 'classifier__n_estimators': 469}",0.7187112339307695,0.7035882783882783,0.7388083864468341,0.7341175631850091,0.3602962255136168,0.3357413419913419,0.3270823872800732,0.32401982875169,0.43539234299955104,,0.2267254847544771,0.770976353719695,8.151,4
heart,aumentado,pcsmote,50,50,entropia,536,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7501902731762339,0.7552468864468865,0.7016252456469914,0.697917124793029,0.43873015873015875,0.45397727272727273,0.4974784711917155,0.4951619688683214,0.733835118246711,,0.0024064680406228585,0.7931052025509129,8.551,4
heart,aumentado,pcsmote,50,50,proporcion,444,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.005467102793432797), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.87129648817639), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 11, 'classifier__n_estimators': 469}",0.6695011553662954,0.6701304029304029,0.7407763180934512,0.7367237195389362,0.23122529644268774,0.24050324675324672,0.2713332040809207,0.2686230248306999,0.13849755079730977,,6.606085618216356e-06,0.7740012600801809,8.197,4
heart,aumentado,pcsmote,50,75,entropia,536,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7482424640371427,0.750152380952381,0.6935350619859979,0.6912469595390103,0.25800699300699304,0.2643668831168831,0.3035695654462552,0.3026259147653896,0.736129347641054,,8.120367976039937e-06,0.7777921852101256,8.724,4
heart,aumentado,pcsmote,50,75,proporcion,444,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.005467102793432797), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.87129648817639), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 11, 'classifier__n_estimators': 469}",0.6828418372644766,0.6765113553113553,0.7245288203798714,0.719185723400526,0.2580984233158146,0.26907467532467527,0.2988404894345787,0.2957110609480812,0.28885698836192175,,0.0011244097169960015,0.7447870040744473,8.362,4
